product_length_cm,product_width_cm,product_height_cm,ID_Shape
44,44,48,3213
49,57,28,3214
17,21,24,3215
52,51,19,3216
17,12,17,3217
16,17,11,3218
31,22,12,3219
16,35,20,3220
42,43,13,3221
67,20,6,3222
86,15,15,3223
30,39,2,3224
33,20,13,3225
25,22,18,3226
24,16,13,3227
20,25,4,3228
25,37,55,3229
18,21,21,3230
60,42,32,3231
38,30,15,3232
16,13,5,3233
24,24,77,3234
24,14,13,3235
42,24,15,3236
20,26,35,3237
100,42,3,3238
24,12,3,3239
21,13,11,3240
24,18,3,3241
39,12,12,3242
31,32,20,3243
40,24,33,3244
64,52,17,3245
70,24,15,3246
30,24,27,3247
23,16,13,3248
32,21,19,3249
61,28,28,3250
48,28,8,3251
48,16,9,3252
72,22,25,3253
30,17,13,3254
66,66,43,3255
63,63,9,3256
29,28,18,3257
32,31,16,3258
63,37,21,3259
55,19,18,3260
45,35,7,3261
23,20,17,3262
30,25,23,3263
30,30,4,3264
30,25,16,3265
25,25,9,3266
28,16,15,3267
23,17,15,3268
34,14,15,3269
21,25,31,3270
40,39,45,3271
55,22,55,3272
56,56,14,3273
91,11,13,3274
16,25,15,3275
65,13,3,3276
70,15,10,3277
19,18,22,3278
42,17,8,3279
51,34,22,3280
30,21,7,3281
29,21,13,3282
27,20,21,3283
28,19,6,3284
29,20,5,3285
82,22,15,3286
19,10,16,3287
65,50,15,3288
17,12,6,3289
60,11,7,3290
60,34,17,3291
23,23,24,3292
31,21,13,3293
70,11,5,3294
40,40,42,3295
48,15,46,3296
18,13,17,3297
30,18,8,3298
39,39,42,3299
48,34,25,3300
33,45,19,3301
29,26,25,3302
63,28,15,3303
28,20,6,3304
17,15,28,3305
16,14,18,3306
14,13,16,3307
32,23,18,3308
22,32,7,3309
35,18,12,3310
57,51,18,3311
25,23,12,3312
42,22,12,3313
36,16,37,3314
19,12,9,3315
53,38,30,3316
28,22,13,3317
43,33,10,3318
44,37,24,3319
80,11,22,3320
21,21,25,3321
86,20,4,3322
105,30,30,3323
33,28,25,3324
19,40,27,3325
45,35,17,3326
100,50,15,3327
56,28,51,3328
33,31,8,3329
17,16,4,3330
18,28,3,3331
67,38,58,3332
17,13,16,3333
20,25,10,3334
33,12,17,3335
16,14,16,3336
42,42,10,3337
16,30,16,3338
35,13,8,3339
37,26,10,3340
34,44,18,3341
27,12,24,3342
21,22,17,3343
48,35,16,3344
33,33,8,3345
18,17,19,3346
17,17,20,3347
28,20,13,3348
28,18,8,3349
70,16,21,3350
27,23,35,3351
50,36,10,3352
24,18,20,3353
57,21,16,3354
50,40,15,3355
17,40,12,3356
55,19,54,3357
21,18,31,3358
30,20,2,3359
99,47,5,3360
59,58,17,3361
46,20,8,3362
34,21,10,3363
30,11,30,3364
46,15,19,3365
62,49,16,3366
26,21,2,3367
31,64,88,3368
16,38,38,3369
100,15,15,3370
43,43,44,3371
39,21,8,3372
22,13,22,3373
75,50,50,3374
40,44,15,3375
30,38,10,3376
52,52,27,3377
25,28,28,3378
37,35,6,3379
18,13,7,3380
32,23,24,3381
18,12,11,3382
40,36,42,3383
46,27,33,3384
29,33,18,3385
20,20,18,3386
49,17,39,3387
34,29,35,3388
45,25,13,3389
50,35,8,3390
39,28,7,3391
63,25,60,3392
100,11,55,3393
33,20,12,3394
51,32,15,3395
42,36,10,3396
16,17,15,3397
32,30,17,3398
38,38,21,3399
39,58,39,3400
55,15,15,3401
18,28,9,3402
21,18,7,3403
26,24,25,3404
35,25,24,3405
16,10,13,3406
25,11,5,3407
26,26,10,3408
19,12,20,3409
26,28,30,3410
50,40,2,3411
28,21,31,3412
19,18,7,3413
16,13,6,3414
36,16,16,3415
19,12,24,3416
45,41,15,3417
48,49,43,3418
101,57,8,3419
20,26,8,3420
18,18,5,3421
63,25,59,3422
25,11,11,3423
26,26,15,3424
95,45,6,3425
23,18,16,3426
45,14,66,3427
24,22,21,3428
17,44,33,3429
49,40,10,3430
34,37,36,3431
22,15,2,3432
32,16,22,3433
18,29,30,3434
33,23,5,3435
20,20,50,3436
41,31,8,3437
40,48,25,3438
43,20,8,3439
21,16,11,3440
28,44,33,3441
74,15,12,3442
21,42,21,3443
39,16,7,3444
24,16,16,3445
21,29,10,3446
15,9,5,3447
52,32,13,3448
50,25,50,3449
25,19,11,3450
41,14,13,3451
26,17,6,3452
37,21,30,3453
39,40,16,3454
28,29,17,3455
66,27,44,3456
42,23,30,3457
36,9,10,3458
20,15,21,3459
25,25,18,3460
18,19,12,3461
36,29,15,3462
45,35,20,3463
47,37,38,3464
20,16,4,3465
40,40,48,3466
22,44,28,3467
23,17,23,3468
24,37,22,3469
23,19,22,3470
60,40,5,3471
46,25,14,3472
34,34,24,3473
36,32,6,3474
20,35,15,3475
40,44,5,3476
18,20,7,3477
64,55,6,3478
42,25,9,3479
22,14,3,3480
50,28,18,3481
31,31,105,3482
30,15,25,3483
35,33,38,3484
28,17,15,3485
30,40,3,3486
27,20,15,3487
39,33,17,3488
35,45,75,3489
51,51,23,3490
17,18,35,3491
18,18,2,3492
40,40,13,3493
29,21,43,3494
68,35,8,3495
22,22,12,3496
40,40,14,3497
16,16,23,3498
35,25,49,3499
50,30,15,3500
16,24,22,3501
43,35,11,3502
16,90,60,3503
40,35,7,3504
16,16,9,3505
36,36,47,3506
43,36,8,3507
29,22,15,3508
25,23,20,3509
28,22,9,3510
20,15,70,3511
60,20,20,3512
18,19,8,3513
16,16,88,3514
64,48,23,3515
50,50,55,3516
23,11,5,3517
24,25,20,3518
40,32,18,3519
27,41,60,3520
26,14,3,3521
35,45,10,3522
42,55,65,3523
30,21,26,3524
61,21,2,3525
66,54,10,3526
24,32,14,3527
37,37,6,3528
30,17,20,3529
63,24,58,3530
26,22,24,3531
27,19,19,3532
29,36,7,3533
27,26,11,3534
17,19,19,3535
47,21,26,3536
23,15,11,3537
32,40,10,3538
30,16,13,3539
34,31,14,3540
17,28,7,3541
93,24,13,3542
23,18,7,3543
25,19,9,3544
22,12,19,3545
44,35,14,3546
38,38,58,3547
46,38,31,3548
19,13,9,3549
18,18,36,3550
30,26,11,3551
20,30,14,3552
16,42,29,3553
39,27,18,3554
41,39,16,3555
33,11,23,3556
45,45,28,3557
76,56,14,3558
16,18,10,3559
50,46,26,3560
34,21,8,3561
22,57,9,3562
21,13,15,3563
30,22,5,3564
21,19,4,3565
19,17,19,3566
23,19,16,3567
45,25,20,3568
42,42,63,3569
24,11,10,3570
16,11,28,3571
44,39,46,3572
58,25,40,3573
20,17,18,3574
23,26,11,3575
40,38,12,3576
48,36,38,3577
46,46,20,3578
36,45,12,3579
22,20,16,3580
33,28,26,3581
27,27,7,3582
28,30,20,3583
66,12,12,3584
15,14,13,3585
85,68,23,3586
41,33,47,3587
58,61,33,3588
50,45,5,3589
65,70,50,3590
37,13,12,3591
23,22,23,3592
75,22,76,3593
34,21,24,3594
16,12,19,3595
25,26,25,3596
22,40,24,3597
22,12,10,3598
48,28,5,3599
21,15,10,3600
35,35,12,3601
25,23,18,3602
27,17,17,3603
38,31,7,3604
25,21,10,3605
43,43,13,3606
19,22,10,3607
64,22,48,3608
21,16,21,3609
50,34,18,3610
37,28,5,3611
46,32,19,3612
97,75,9,3613
32,28,2,3614
23,11,17,3615
37,40,22,3616
37,44,53,3617
30,30,60,3618
28,18,9,3619
25,24,14,3620
18,18,20,3621
33,26,17,3622
16,34,44,3623
22,22,18,3624
18,13,10,3625
36,32,7,3626
105,34,15,3627
31,28,28,3628
56,51,45,3629
26,22,15,3630
49,35,32,3631
16,18,16,3632
28,33,12,3633
23,26,23,3634
16,17,17,3635
30,26,3,3636
30,21,8,3637
52,46,30,3638
16,33,5,3639
19,10,8,3640
33,26,8,3641
17,24,10,3642
50,20,8,3643
39,26,10,3644
25,11,4,3645
84,11,10,3646
32,23,26,3647
29,26,30,3648
54,42,9,3649
27,23,24,3650
77,45,4,3651
35,25,23,3652
38,20,13,3653
17,11,5,3654
45,20,47,3655
44,25,34,3656
53,33,77,3657
45,15,52,3658
46,32,45,3659
100,12,11,3660
48,39,17,3661
41,39,45,3662
43,27,27,3663
50,50,14,3664
22,21,19,3665
62,82,4,3666
31,15,4,3667
28,28,27,3668
65,13,11,3669
18,16,24,3670
54,28,28,3671
60,43,16,3672
50,25,15,3673
32,28,14,3674
21,21,9,3675
30,32,15,3676
32,21,20,3677
30,15,23,3678
24,24,8,3679
70,60,30,3680
27,14,12,3681
35,36,9,3682
44,40,38,3683
49,38,23,3684
31,28,30,3685
40,32,5,3686
70,11,6,3687
32,22,2,3688
45,100,20,3689
36,28,2,3690
41,29,15,3691
28,28,29,3692
64,50,10,3693
42,38,20,3694
28,30,24,3695
27,21,32,3696
33,13,19,3697
38,30,37,3698
46,29,27,3699
26,19,2,3700
22,17,15,3701
80,15,8,3702
46,34,3,3703
17,14,17,3704
23,15,10,3705
31,31,9,3706
21,15,2,3707
48,23,24,3708
25,27,35,3709
27,13,10,3710
22,20,18,3711
42,26,21,3712
34,40,12,3713
27,19,3,3714
19,11,2,3715
30,12,5,3716
58,50,10,3717
40,37,25,3718
80,40,15,3719
28,29,20,3720
75,49,45,3721
26,28,12,3722
21,21,20,3723
32,27,28,3724
24,27,10,3725
19,15,3,3726
25,31,36,3727
22,13,29,3728
28,13,8,3729
39,42,49,3730
22,22,29,3731
28,21,19,3732
39,23,24,3733
25,15,12,3734
47,45,7,3735
60,58,39,3736
25,13,14,3737
35,32,28,3738
16,16,62,3739
17,18,10,3740
48,40,25,3741
25,63,63,3742
25,18,19,3743
40,27,15,3744
93,11,63,3745
23,16,5,3746
25,25,41,3747
48,39,6,3748
30,12,20,3749
46,37,53,3750
50,37,37,3751
30,17,12,3752
22,39,44,3753
33,22,18,3754
19,14,18,3755
16,12,35,3756
37,24,23,3757
42,42,22,3758
16,30,30,3759
16,28,21,3760
16,24,14,3761
36,36,24,3762
46,24,12,3763
38,15,11,3764
34,19,12,3765
17,10,22,3766
21,17,10,3767
31,14,8,3768
27,28,16,3769
30,11,10,3770
39,39,26,3771
21,24,12,3772
20,36,34,3773
68,48,4,3774
23,11,8,3775
45,38,6,3776
81,60,7,3777
43,21,15,3778
28,32,15,3779
22,27,14,3780
35,12,29,3781
20,22,12,3782
42,32,9,3783
23,17,12,3784
21,18,15,3785
21,16,6,3786
28,28,60,3787
20,30,38,3788
26,25,11,3789
28,13,12,3790
69,12,7,3791
23,18,12,3792
31,23,13,3793
30,27,22,3794
26,41,13,3795
48,45,35,3796
29,24,5,3797
20,21,17,3798
23,16,41,3799
23,24,14,3800
28,28,24,3801
35,24,6,3802
99,80,5,3803
26,26,7,3804
36,30,3,3805
36,11,17,3806
39,28,31,3807
64,47,12,3808
16,35,27,3809
24,17,17,3810
25,25,51,3811
35,15,30,3812
46,33,5,3813
19,14,2,3814
16,32,35,3815
22,13,4,3816
26,22,17,3817
53,32,11,3818
22,20,13,3819
36,70,50,3820
20,16,25,3821
19,17,10,3822
25,25,50,3823
36,27,31,3824
33,23,13,3825
35,25,35,3826
28,23,8,3827
16,32,42,3828
29,14,9,3829
18,18,9,3830
19,17,17,3831
21,23,16,3832
35,20,9,3833
38,25,15,3834
22,22,11,3835
33,33,19,3836
31,31,37,3837
41,36,8,3838
25,22,4,3839
85,55,23,3840
29,38,8,3841
48,38,16,3842
25,17,43,3843
50,40,28,3844
35,17,27,3845
42,38,8,3846
32,18,13,3847
24,20,4,3848
21,18,17,3849
13,13,20,3850
25,37,23,3851
15,13,5,3852
22,21,13,3853
22,16,26,3854
39,33,8,3855
41,13,12,3856
100,20,20,3857
37,29,26,3858
20,27,22,3859
36,24,3,3860
39,70,13,3861
20,22,14,3862
50,35,10,3863
25,21,23,3864
29,22,5,3865
35,45,6,3866
43,30,7,3867
31,20,13,3868
29,21,35,3869
23,14,7,3870
100,25,20,3871
27,14,14,3872
35,35,52,3873
41,31,6,3874
35,23,13,3875
35,35,45,3876
55,34,7,3877
24,22,19,3878
30,25,100,3879
38,24,11,3880
27,25,15,3881
17,19,2,3882
35,15,12,3883
28,17,16,3884
13,11,10,3885
22,22,26,3886
47,26,18,3887
47,30,8,3888
36,28,23,3889
32,20,12,3890
56,16,12,3891
43,33,30,3892
21,22,19,3893
42,33,28,3894
50,34,8,3895
25,18,13,3896
34,26,6,3897
16,18,87,3898
50,20,5,3899
55,18,70,3900
30,18,11,3901
20,25,17,3902
26,26,23,3903
51,35,8,3904
45,16,16,3905
33,20,33,3906
50,40,16,3907
30,23,12,3908
17,14,25,3909
40,45,39,3910
28,28,23,3911
28,15,7,3912
28,28,8,3913
46,11,4,3914
45,37,45,3915
40,60,20,3916
36,24,7,3917
37,35,12,3918
30,16,6,3919
28,26,10,3920
25,18,18,3921
40,20,25,3922
21,11,15,3923
55,35,11,3924
60,40,15,3925
61,45,25,3926
35,30,25,3927
22,17,7,3928
17,12,13,3929
21,21,6,3930
20,13,4,3931
45,14,41,3932
64,18,13,3933
27,27,17,3934
23,27,27,3935
21,20,10,3936
35,25,7,3937
33,17,14,3938
29,49,31,3939
44,26,29,3940
19,12,2,3941
33,23,28,3942
25,20,45,3943
20,19,12,3944
43,18,19,3945
54,54,7,3946
31,43,42,3947
40,11,11,3948
22,14,21,3949
40,15,17,3950
60,19,60,3951
40,35,16,3952
52,52,28,3953
81,17,35,3954
48,40,7,3955
34,24,23,3956
32,22,32,3957
16,32,34,3958
40,40,70,3959
60,20,40,3960
26,11,9,3961
42,36,8,3962
47,47,9,3963
28,25,23,3964
17,27,26,3965
32,14,14,3966
35,35,5,3967
17,13,15,3968
29,16,34,3969
35,28,3,3970
35,48,20,3971
34,24,8,3972
18,11,14,3973
15,19,15,3974
40,11,8,3975
58,58,40,3976
23,34,12,3977
39,22,12,3978
50,50,30,3979
26,11,2,3980
26,17,15,3981
45,20,16,3982
46,18,18,3983
104,12,9,3984
45,29,37,3985
53,31,11,3986
38,38,8,3987
30,25,11,3988
47,35,13,3989
37,28,39,3990
92,21,14,3991
48,37,13,3992
37,27,14,3993
36,26,10,3994
33,40,8,3995
30,25,30,3996
55,36,15,3997
40,25,20,3998
20,19,13,3999
46,37,8,4000
38,32,38,4001
53,20,25,4002
29,26,19,4003
16,13,75,4004
22,48,36,4005
22,22,7,4006
22,17,13,4007
34,41,10,4008
18,21,17,4009
53,17,52,4010
46,46,7,4011
24,20,15,4012
39,34,24,4013
60,60,64,4014
17,16,8,4015
45,45,12,4016
16,30,40,4017
25,21,25,4018
21,19,13,4019
42,32,3,4020
25,19,6,4021
47,36,13,4022
32,32,47,4023
70,40,9,4024
23,23,50,4025
29,16,14,4026
34,24,24,4027
22,22,27,4028
64,35,23,4029
25,13,2,4030
46,35,23,4031
17,14,8,4032
18,18,22,4033
37,37,24,4034
75,11,11,4035
25,22,16,4036
32,16,23,4037
84,50,23,4038
50,35,35,4039
55,29,29,4040
47,35,15,4041
23,11,6,4042
48,41,34,4043
39,39,39,4044
56,46,34,4045
26,35,13,4046
80,20,7,4047
41,31,9,4048
29,23,5,4049
62,13,3,4050
34,12,15,4051
59,19,59,4052
50,30,20,4053
29,21,2,4054
58,38,23,4055
23,12,4,4056
37,33,29,4057
90,40,10,4058
100,32,66,4059
52,19,19,4060
28,11,6,4061
35,20,13,4062
18,11,10,4063
47,23,60,4064
34,21,7,4065
39,18,7,4066
34,22,12,4067
54,38,28,4068
85,28,15,4069
83,53,31,4070
60,29,66,4071
21,15,3,4072
18,38,30,4073
30,20,24,4074
42,30,25,4075
41,40,40,4076
24,20,28,4077
38,34,93,4078
16,18,38,4079
22,15,22,4080
104,30,35,4081
30,18,7,4082
40,28,28,4083
32,24,7,4084
20,45,10,4085
30,40,80,4086
41,13,13,4087
22,17,8,4088
30,35,25,4089
36,36,20,4090
27,21,22,4091
30,48,5,4092
55,45,40,4093
15,14,17,4094
45,26,25,4095
26,15,11,4096
105,25,15,4097
24,26,19,4098
45,45,8,4099
35,45,25,4100
38,11,35,4101
48,65,46,4102
26,23,16,4103
22,15,14,4104
56,12,69,4105
32,22,25,4106
33,20,39,4107
39,29,14,4108
21,19,14,4109
34,33,5,4110
34,21,4,4111
44,32,10,4112
41,11,24,4113
24,16,12,4114
40,32,20,4115
10,14,15,4116
38,29,7,4117
30,26,16,4118
40,55,12,4119
39,45,25,4120
20,12,30,4121
50,34,10,4122
50,16,40,4123
27,22,12,4124
18,13,21,4125
45,23,21,4126
92,62,12,4127
55,35,10,4128
30,22,21,4129
63,16,11,4130
20,68,55,4131
50,50,11,4132
71,71,14,4133
27,20,16,4134
22,11,14,4135
36,27,34,4136
25,18,25,4137
26,12,14,4138
32,16,16,4139
34,34,9,4140
35,30,40,4141
23,17,8,4142
49,39,6,4143
30,28,9,4144
29,24,4,4145
16,18,30,4146
26,25,30,4147
53,36,21,4148
49,33,15,4149
29,11,29,4150
22,13,14,4151
31,22,7,4152
51,34,23,4153
35,17,17,4154
20,18,2,4155
30,28,26,4156
60,38,12,4157
26,21,8,4158
33,27,4,4159
79,35,43,4160
37,37,15,4161
37,16,9,4162
30,13,38,4163
55,17,29,4164
70,12,70,4165
31,11,12,4166
20,25,3,4167
16,21,4,4168
29,24,26,4169
18,35,48,4170
16,20,9,4171
21,26,6,4172
38,18,14,4173
26,12,4,4174
40,50,8,4175
22,40,65,4176
17,28,5,4177
25,19,19,4178
70,33,20,4179
32,16,9,4180
65,26,65,4181
25,17,6,4182
30,20,63,4183
38,27,12,4184
17,15,20,4185
29,36,4,4186
20,11,12,4187
53,18,18,4188
37,20,26,4189
16,18,33,4190
32,34,49,4191
43,30,6,4192
25,12,12,4193
45,36,19,4194
50,49,17,4195
23,15,16,4196
38,34,10,4197
56,38,12,4198
53,18,54,4199
27,19,13,4200
47,36,6,4201
24,21,30,4202
27,26,24,4203
27,50,65,4204
44,34,15,4205
38,31,15,4206
55,40,13,4207
18,22,26,4208
90,18,14,4209
22,22,35,4210
31,20,20,4211
39,27,6,4212
47,31,23,4213
59,15,10,4214
35,35,36,4215
30,20,8,4216
26,20,8,4217
65,25,10,4218
88,13,58,4219
35,22,17,4220
29,21,40,4221
14,13,11,4222
49,41,51,4223
22,16,2,4224
19,21,12,4225
32,17,35,4226
34,41,20,4227
21,22,23,4228
37,47,17,4229
60,49,8,4230
42,40,12,4231
34,40,21,4232
16,11,24,4233
27,22,15,4234
49,44,19,4235
54,31,10,4236
54,28,48,4237
35,14,33,4238
24,24,2,4239
16,23,14,4240
18,82,12,4241
52,12,8,4242
48,37,34,4243
45,49,8,4244
53,40,4,4245
25,25,2,4246
21,16,8,4247
31,38,18,4248
18,17,10,4249
24,14,15,4250
63,43,30,4251
30,25,21,4252
59,25,20,4253
40,42,26,4254
51,40,15,4255
30,29,6,4256
30,25,2,4257
58,58,35,4258
12,19,9,4259
16,18,4,4260
71,53,18,4261
21,21,13,4262
16,42,30,4263
45,38,26,4264
100,11,5,4265
58,19,58,4266
47,29,12,4267
42,32,32,4268
19,39,49,4269
30,19,20,4270
34,15,3,4271
16,20,3,4272
31,21,8,4273
75,11,3,4274
24,20,23,4275
23,19,20,4276
26,18,42,4277
21,18,9,4278
17,14,19,4279
36,26,5,4280
21,13,5,4281
77,33,11,4282
25,20,4,4283
35,28,25,4284
24,27,23,4285
55,50,10,4286
40,44,34,4287
59,29,23,4288
31,26,15,4289
62,32,47,4290
50,25,10,4291
37,30,5,4292
25,18,26,4293
32,22,12,4294
16,11,27,4295
32,32,24,4296
28,12,29,4297
90,50,60,4298
18,26,23,4299
35,33,9,4300
25,15,3,4301
19,15,18,4302
35,16,30,4303
105,20,70,4304
21,14,21,4305
25,20,19,4306
16,16,22,4307
41,47,42,4308
24,24,32,4309
23,22,18,4310
32,25,12,4311
41,38,20,4312
28,23,2,4313
34,15,4,4314
13,46,32,4315
46,33,7,4316
62,22,12,4317
35,20,11,4318
63,11,75,4319
20,15,41,4320
36,36,43,4321
19,11,15,4322
47,30,20,4323
58,56,21,4324
22,11,5,4325
28,17,17,4326
29,26,11,4327
39,32,14,4328
28,30,34,4329
34,34,50,4330
54,47,20,4331
45,35,3,4332
26,24,28,4333
20,16,31,4334
17,50,30,4335
67,31,3,4336
32,26,3,4337
32,35,25,4338
20,12,26,4339
22,16,8,4340
51,26,26,4341
60,50,8,4342
45,35,16,4343
25,20,3,4344
25,40,50,4345
16,26,6,4346
33,21,30,4347
20,35,50,4348
36,28,28,4349
29,13,18,4350
42,32,8,4351
50,50,49,4352
19,32,39,4353
19,19,16,4354
80,20,5,4355
25,79,96,4356
68,50,13,4357
55,46,19,4358
38,33,28,4359
62,52,3,4360
42,32,10,4361
39,39,61,4362
23,25,8,4363
21,13,16,4364
37,21,10,4365
29,18,27,4366
69,43,3,4367
41,24,8,4368
33,26,23,4369
23,21,19,4370
26,20,17,4371
74,13,10,4372
55,11,11,4373
21,20,14,4374
32,20,32,4375
22,14,32,4376
25,24,26,4377
45,14,6,4378
23,51,19,4379
55,51,13,4380
52,37,13,4381
41,28,38,4382
30,40,55,4383
35,35,50,4384
16,12,17,4385
53,15,63,4386
16,21,6,4387
63,24,62,4388
37,30,44,4389
35,35,38,4390
21,18,21,4391
20,40,20,4392
50,16,23,4393
62,62,6,4394
19,18,29,4395
21,13,10,4396
22,30,50,4397
41,20,13,4398
25,11,16,4399
25,23,15,4400
29,23,19,4401
36,30,4,4402
24,35,10,4403
32,24,2,4404
23,15,9,4405
36,26,8,4406
50,24,11,4407
27,13,8,4408
17,19,15,4409
25,14,11,4410
50,33,14,4411
31,19,65,4412
23,26,21,4413
69,69,8,4414
30,62,22,4415
53,32,9,4416
81,50,50,4417
40,37,27,4418
26,21,9,4419
45,21,20,4420
47,40,15,4421
30,12,6,4422
45,37,5,4423
35,10,19,4424
40,26,35,4425
32,12,42,4426
65,13,8,4427
13,13,13,4428
35,40,60,4429
35,30,10,4430
30,23,13,4431
29,14,16,4432
52,21,19,4433
30,26,7,4434
74,26,68,4435
27,11,3,4436
39,33,27,4437
21,21,7,4438
19,34,51,4439
56,38,48,4440
18,15,17,4441
41,26,13,4442
23,22,24,4443
80,58,15,4444
19,11,14,4445
34,34,51,4446
37,37,60,4447
25,21,11,4448
28,21,17,4449
35,25,16,4450
41,41,16,4451
16,12,14,4452
38,18,8,4453
87,11,8,4454
33,32,22,4455
31,16,51,4456
34,20,20,4457
55,43,14,4458
17,25,9,4459
25,33,14,4460
50,32,15,4461
17,16,27,4462
32,49,77,4463
21,21,10,4464
15,14,15,4465
46,26,14,4466
40,20,35,4467
34,17,3,4468
37,30,30,4469
31,31,14,4470
31,29,6,4471
29,34,10,4472
30,15,20,4473
53,43,4,4474
40,12,40,4475
27,21,11,4476
26,14,8,4477
90,43,4,4478
30,30,33,4479
19,16,18,4480
65,25,105,4481
78,38,20,4482
41,42,23,4483
49,28,12,4484
37,29,6,4485
44,40,14,4486
36,33,40,4487
16,11,23,4488
16,14,26,4489
60,50,10,4490
45,12,45,4491
16,23,2,4492
74,40,40,4493
50,40,18,4494
28,23,6,4495
38,40,26,4496
18,15,30,4497
30,20,42,4498
22,16,10,4499
36,15,51,4500
25,35,17,4501
16,33,48,4502
20,13,9,4503
30,21,28,4504
70,55,4,4505
43,15,15,4506
20,14,16,4507
25,17,16,4508
22,19,2,4509
25,23,8,4510
16,20,45,4511
21,13,13,4512
60,45,15,4513
65,20,11,4514
28,24,21,4515
30,28,10,4516
50,44,26,4517
23,13,4,4518
15,16,9,4519
21,16,18,4520
30,50,18,4521
50,27,23,4522
34,38,15,4523
16,16,31,4524
19,17,3,4525
39,27,3,4526
17,29,32,4527
50,50,65,4528
85,33,10,4529
39,15,15,4530
40,11,40,4531
53,38,42,4532
20,22,20,4533
50,65,60,4534
25,25,45,4535
33,14,14,4536
18,40,64,4537
44,24,44,4538
54,32,46,4539
25,30,10,4540
16,22,9,4541
81,60,19,4542
29,29,66,4543
25,19,5,4544
27,27,18,4545
18,16,21,4546
20,13,7,4547
34,23,16,4548
31,23,15,4549
51,11,16,4550
105,18,18,4551
105,13,19,4552
54,37,6,4553
86,11,4,4554
65,65,7,4555
19,19,38,4556
23,21,21,4557
48,40,10,4558
39,26,14,4559
87,30,40,4560
35,29,27,4561
32,30,12,4562
59,37,9,4563
80,11,4,4564
12,46,32,4565
16,16,50,4566
20,16,13,4567
17,27,9,4568
84,15,12,4569
38,14,14,4570
59,37,17,4571
40,30,12,4572
28,21,9,4573
17,12,2,4574
45,38,10,4575
48,32,30,4576
60,60,70,4577
61,61,61,4578
16,20,26,4579
39,102,13,4580
29,30,37,4581
25,30,15,4582
60,40,8,4583
30,13,9,4584
28,23,28,4585
27,18,14,4586
42,12,14,4587
58,40,28,4588
60,40,18,4589
16,20,19,4590
45,55,10,4591
30,25,19,4592
35,21,30,4593
24,18,4,4594
16,12,31,4595
23,23,13,4596
35,16,29,4597
37,37,27,4598
20,31,30,4599
53,36,10,4600
28,30,5,4601
35,44,17,4602
18,30,18,4603
25,15,4,4604
43,34,35,4605
35,18,8,4606
18,22,32,4607
27,24,13,4608
30,35,20,4609
27,19,25,4610
22,16,29,4611
39,34,62,4612
16,50,10,4613
22,14,6,4614
17,14,40,4615
100,30,15,4616
55,16,25,4617
28,16,22,4618
18,20,11,4619
55,25,40,4620
103,34,4,4621
52,20,11,4622
40,11,80,4623
15,15,15,4624
19,27,9,4625
29,41,31,4626
38,33,17,4627
41,31,31,4628
34,11,13,4629
22,22,6,4630
29,32,12,4631
38,21,9,4632
35,25,55,4633
67,48,16,4634
17,16,18,4635
21,11,12,4636
49,25,10,4637
21,18,19,4638
55,67,10,4639
40,35,37,4640
32,32,7,4641
26,20,21,4642
90,15,8,4643
30,23,7,4644
25,14,8,4645
18,11,18,4646
50,15,105,4647
50,12,15,4648
21,15,5,4649
24,20,5,4650
20,18,20,4651
53,53,16,4652
25,23,22,4653
40,29,24,4654
33,20,28,4655
35,60,40,4656
44,32,8,4657
29,15,8,4658
37,12,3,4659
27,15,3,4660
28,19,18,4661
81,11,6,4662
22,11,22,4663
83,43,21,4664
25,29,9,4665
44,34,16,4666
25,25,12,4667
35,52,57,4668
48,62,44,4669
24,16,35,4670
40,40,25,4671
28,26,16,4672
101,15,15,4673
40,70,10,4674
19,12,13,4675
21,12,16,4676
70,20,90,4677
50,40,50,4678
31,16,39,4679
16,36,36,4680
40,29,5,4681
35,27,9,4682
60,60,56,4683
21,31,48,4684
28,19,9,4685
16,18,19,4686
18,30,40,4687
81,50,7,4688
18,22,14,4689
24,26,9,4690
30,30,23,4691
33,22,8,4692
27,28,10,4693
29,14,13,4694
22,22,32,4695
21,17,19,4696
60,60,65,4697
32,22,15,4698
14,12,13,4699
36,26,20,4700
32,24,24,4701
16,18,15,4702
58,58,9,4703
21,20,18,4704
43,43,27,4705
27,17,32,4706
28,18,2,4707
36,36,46,4708
36,35,25,4709
26,12,20,4710
53,42,21,4711
17,13,6,4712
35,12,16,4713
30,25,45,4714
26,24,9,4715
35,20,30,4716
42,12,33,4717
33,14,13,4718
40,50,40,4719
38,38,4,4720
47,32,13,4721
29,33,29,4722
45,32,40,4723
21,11,16,4724
28,14,5,4725
37,22,26,4726
22,12,4,4727
70,70,60,4728
35,20,46,4729
22,12,22,4730
18,11,22,4731
16,35,35,4732
16,11,56,4733
28,25,17,4734
17,49,50,4735
39,42,48,4736
58,60,12,4737
16,26,26,4738
28,23,26,4739
45,30,10,4740
25,28,15,4741
45,45,26,4742
26,14,10,4743
42,22,11,4744
33,80,20,4745
21,26,13,4746
27,12,8,4747
40,42,41,4748
55,68,10,4749
37,29,20,4750
25,17,12,4751
52,40,6,4752
44,36,6,4753
50,15,35,4754
33,38,32,4755
25,25,35,4756
31,25,6,4757
55,40,10,4758
45,23,32,4759
23,19,9,4760
25,15,21,4761
24,11,11,4762
44,33,3,4763
38,14,99,4764
